64,46,37
168,110,84
78,86,105
59,57,33
101,97,122
92,141,104
198,95,57
66,75,137
163,74,72
55,39,57
137,141,44
240,133,58
49,55,97
76,96,46
126,56,46
244,171,52
162,88,124
73,96,118
255,255,255
168,162,133
106,100,81
57,51,42
37,35,30
23,21,15
